1/5/Bach/Invention 01//         
2/5/Bach/Invention 02//         
3/6/Bach/Invention 03//         
4/5/Bach/Invention 04//         
5/6/Bach/Invention 05//         
6/6/Bach/Invention 06//         
7/6/Bach/Invention 07//         
8/5/Bach/Invention 08//         
9/6/Bach/Invention 09//         
10/5/Bach/Invention 10//         
11/7/Bach/Invention 11//         
12/7/Bach/Invention 12//         
13/5/Bach/Invention 13//         
14/5/Bach/Invention 14//         
15/7/Bach/Invention 15//         
16/6/Bach/Sinfonia 01//         
17/7/Bach/Sinfonia 02//         
18/6/Bach/Sinfonia 03//         
19/7/Bach/Sinfonia 04//         
20/7/Bach/Sinfonia 05//         
21/6/Bach/Sinfonia 06//         
22/7/Bach/Sinfonia 07//         
23/7/Bach/Sinfonia 08//         
24/7/Bach/Sinfonia 09//         
25/6/Bach/Sinfonia 10//         
26/6/Bach/Sinfonia 11//         
27/6/Bach/Sinfonia 12//         
28/6/Bach/Sinfonia 13//         
29/7/Bach/Sinfonia 14//         
30/7/Bach/Sinfonia 15//         
31/7/Bach/French Suite No. 1 - Allemande//         
32/6/Bach/French Suite No. 1 - Courante//         
33/6/Bach/French Suite No. 1 - Sarabande//         
34/5/Bach/French Suite No. 1 - Menuet 1//         
35/4/Bach/French Suite No. 1 - Menuet 2//         
36/8/Bach/French Suite No. 1 - Gigue//         
37/7/Bach/French Suite No. 2 - Allemande//         
38/5/Bach/French Suite No. 2 - Courante//         
39/6/Bach/French Suite No. 2 - Sarabande//         
40/5/Bach/French Suite No. 2 - Air//         
41/4/Bach/French Suite No. 2 - Menuet//         
42/7/Bach/French Suite No. 2 - Gigue//         
43/8/Bach/French Suite No. 3 - Allemande//         
44/6/Bach/French Suite No. 3 - Courante//         
45/5/Bach/French Suite No. 3 - Sarabande//         
46/4/Bach/French Suite No. 3 - Menuet//         
47/5/Bach/French Suite No. 3 - Trio//         
48/6/Bach/French Suite No. 3 - Gavotte//         
49/7/Bach/French Suite No. 3 - Gigue//         
50/7/Bach/French Suite No. 4 - Allemande//         
51/7/Bach/French Suite No. 4 - Courante//         
52/6/Bach/French Suite No. 4 - Sarabande//         
53/5/Bach/French Suite No. 4 - Air//         
